Original Institue Holdout and Pre-HoldOut,,,,,,,,,,,,,,,,,,,,,,,,
,accuracy,f1,precision,recall,balanced_ac,roc_auc,tn,fp,fn,tp,roc_curve,fold,,,,,,,,,,,,
,InstituteHold,"1,5",Adj Wk 1,0.875,0.69230769,0.55555556,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.9285714285714286, 0.9285714285714286, 1.0]","[0.0, 0.08333333333333333, 0.25, 0.25, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.6547624468803406, 0.5580095052719116, 0.5447319746017456, 0.3844647705554962, 0.2454308569431305, 0.21989107131958008, 0.14262548089027405]",5,13,1,7,PreHold,0.866666667,0.625,0,"[0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.4520249366760254, 0.4500766694545746, 0.392742395401001, 0.2293040156364441]",0,5,0,3
,InstituteHold,"1,5",Overall,0.82425214,0.66666667,0.45283019,"[0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.041666666666666664, 0.041666666666666664, 0.0625, 0.0625, 0.08333333333333333, 0.08333333333333333, 0.125, 0.125, 0.20833333333333334, 0.20833333333333334, 0.3125, 0.3125, 0.3333333333333333, 0.3333333333333333, 0.3541666666666667, 0.3541666666666667, 0.4166666666666667, 0.4166666666666667, 0.5208333333333334, 0.5208333333333334, 0.875, 0.875, 0.8958333333333334, 0.8958333333333334, 0.9166666666666666, 0.9166666666666666, 1.0]","[0.0, 0.02564102564102564, 0.1794871794871795, 0.1794871794871795, 0.20512820512820512, 0.20512820512820512, 0.3076923076923077, 0.3076923076923077, 0.48717948717948717, 0.48717948717948717, 0.717948717948718, 0.717948717948718, 0.7435897435897436, 0.7435897435897436, 0.7692307692307693, 0.7692307692307693, 0.7948717948717948, 0.7948717948717948, 0.8205128205128205, 0.8205128205128205, 0.8461538461538461, 0.8461538461538461, 0.8717948717948718, 0.8717948717948718, 0.9230769230769231, 0.9230769230769231, 0.9487179487179487, 0.9487179487179487, 0.9743589743589743, 0.9743589743589743, 1.0, 1.0]","[inf, 0.6547624468803406, 0.5568538904190063, 0.5447319746017456, 0.5400049686431885, 0.5275802612304688, 0.5003455281257629, 0.49607548117637634, 0.44193559885025024, 0.43777725100517273, 0.36842793226242065, 0.36072447896003723, 0.3606472313404083, 0.34851327538490295, 0.34722429513931274, 0.3312718868255615, 0.33003371953964233, 0.3298426568508148, 0.3288806080818176, 0.32870301604270935, 0.32737523317337036, 0.3234761655330658, 0.31983813643455505, 0.3081074655056, 0.2990511357784271, 0.2454308569431305, 0.2417735457420349, 0.23265472054481506, 0.23054556548595428, 0.22249551117420197, 0.21989107131958008, 0.14262548089027405]",12,46,2,27,PreHold,0.628205128,0.48,0.133333333,"[0.0, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.46153846153846156, 0.46153846153846156, 0.8461538461538461, 0.8461538461538461, 0.9230769230769231, 0.9230769230769231, 1.0]","[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.4166666666666667, 0.4166666666666667, 0.75, 0.75, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.6228771805763245, 0.5760622024536133, 0.4520249366760254, 0.4500766694545746, 0.40400993824005127, 0.39999911189079285, 0.35591500997543335, 0.3206791579723358, 0.2817184627056122, 0.2293040156364441, 0.21700285375118256, 0.20690535008907318, 0.16388483345508575, 0.1636170744895935]",1,11,2,11
,InstituteHold,"1,6",Screen,0.84666667,0.77142857,0.66666667,"[0.0, 0.0, 0.0, 0.05, 0.05, 0.1, 0.1, 0.2, 0.2, 0.45, 0.45, 0.5, 0.5, 1.0]","[0.0, 0.06666666666666667, 0.4666666666666667, 0.4666666666666667, 0.5333333333333333, 0.5333333333333333, 0.6666666666666666, 0.6666666666666666, 0.7333333333333333, 0.7333333333333333, 0.9333333333333333, 0.9333333333333333, 1.0, 1.0]","[inf, 0.6721124649047852, 0.5755598545074463, 0.5719633102416992, 0.559240460395813, 0.4810055196285248, 0.4665134847164154, 0.44242310523986816, 0.41316449642181396, 0.35249000787734985, 0.33478158712387085, 0.3297061622142792, 0.32860302925109863, 0.22083845734596252]",8,19,1,7,PreHold,0.6,0.444444444,0.285714286,"[0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.0, 0.25, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.6030895709991455, 0.56024169921875, 0.5054938197135925, 0.43563932180404663, 0.33559656143188477, 0.28662943840026855, 0.24254631996154785]",1,3,2,3
,InstituteHold,"1,6",Day 0,0.77067669,0.6969697,0.5,"[0.0, 0.0, 0.0, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.10526315789473684, 0.21052631578947367, 0.21052631578947367, 0.5789473684210527, 0.5789473684210527, 0.8421052631578947, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315, 1.0]","[0.0, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.6428571428571429, 0.6428571428571429, 0.7857142857142857, 0.7857142857142857, 0.8571428571428571, 0.8571428571428571, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.636493444442749, 0.6350561380386353, 0.6256544589996338, 0.4596434533596039, 0.4529096782207489, 0.43989133834838867, 0.43264713883399963, 0.4219406247138977, 0.3066028654575348, 0.2986910045146942, 0.2709830403327942, 0.27048271894454956, 0.2378070056438446, 0.2290841042995453, 0.21060916781425476]",5,18,1,9,PreHold,0.733333333,0.375,0,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0, 1.0]","[inf, 0.4954579174518585, 0.4836713969707489, 0.4204519987106323, 0.38215115666389465, 0.35892167687416077, 0.3086811304092407, 0.28808271884918213]",0,3,0,5
,InstituteHold,"1,6",Adj Wk 1,0.84415584,0.72,0.53333333,"[0.0, 0.0, 0.0, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.2857142857142857, 0.5, 0.5, 0.7142857142857143, 0.7142857142857143, 1.0]","[0.0, 0.09090909090909091, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 1.0, 1.0]","[inf, 0.662161111831665, 0.44330546259880066, 0.37135881185531616, 0.3682057559490204, 0.3637707531452179, 0.3485601842403412, 0.31807541847229004, 0.30696094036102295, 0.28359904885292053, 0.28055712580680847, 0.2389976978302002]",4,14,0,7,PreHold,1,0.875,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.6130795478820801, 0.40121251344680786, 0.24841123819351196]",2,5,0,1
,InstituteHold,"1,6",Overall,0.81509434,0.7311828,0.57627119,"[0.0, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886, 0.03773584905660377, 0.03773584905660377, 0.05660377358490566, 0.05660377358490566, 0.09433962264150944, 0.09433962264150944, 0.11320754716981132, 0.11320754716981132, 0.16981132075471697, 0.16981132075471697, 0.2830188679245283, 0.2830188679245283, 0.3584905660377358, 0.3584905660377358, 0.37735849056603776, 0.37735849056603776, 0.39622641509433965, 0.39622641509433965, 0.4528301886792453, 0.4528301886792453, 0.5660377358490566, 0.5660377358490566, 0.660377358490566, 0.660377358490566, 0.8113207547169812, 0.8113207547169812, 0.8867924528301887, 0.8867924528301887, 0.9622641509433962, 0.9622641509433962, 1.0]","[0.0, 0.025, 0.2, 0.2, 0.35, 0.35, 0.525, 0.525, 0.6, 0.6, 0.625, 0.625, 0.65, 0.65, 0.725, 0.725, 0.75, 0.75, 0.775, 0.775, 0.825, 0.825, 0.85, 0.85, 0.875, 0.875, 0.9, 0.9, 0.925, 0.925, 0.95, 0.95, 0.975, 0.975, 1.0, 1.0]","[inf, 0.6721124649047852, 0.6275515556335449, 0.6256544589996338, 0.5755598545074463, 0.5719633102416992, 0.48538219928741455, 0.4810055196285248, 0.4596434533596039, 0.44757136702537537, 0.44330546259880066, 0.44242310523986816, 0.43989133834838867, 0.42396485805511475, 0.41316449642181396, 0.37135881185531616, 0.3682057559490204, 0.35249000787734985, 0.3485601842403412, 0.3480990529060364, 0.3393232226371765, 0.3372861444950104, 0.33478158712387085, 0.3297061622142792, 0.32860302925109863, 0.30982065200805664, 0.30696094036102295, 0.2992236018180847, 0.2986910045146942, 0.28359904885292053, 0.28055712580680847, 0.2709830403327942, 0.27048271894454956, 0.2378070056438446, 0.2290841042995453, 0.21060916781425476]",17,51,2,23,PreHold,0.782051282,0.56,0.352941176,"[0.0, 0.0, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.5384615384615384, 0.5384615384615384, 0.6153846153846154, 0.6153846153846154, 1.0]","[0.0, 0.08333333333333333, 0.08333333333333333, 0.25, 0.25, 0.5833333333333334, 0.5833333333333334, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.6130795478820801, 0.6030895709991455, 0.5162626504898071, 0.5054938197135925, 0.43563932180404663, 0.4204519987106323, 0.38215115666389465, 0.33559656143188477, 0.3086811304092407, 0.28808271884918213, 0.28662943840026855, 0.24254631996154785]",3,11,2,9
,InstituteHold,"2,3",Screen,1,0.75,0.66666667,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.9473342299461365, 0.5700846910476685, 0.001156205078586936]",2,4,2,0,PreHold,0.8,0.777777778,0.75,"[0.0, 0.0, 0.0, 0.8, 0.8, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9996364116668701, 0.727708637714386, 0.11394686251878738, 0.09980117529630661, 0.00856658723205328]",3,4,1,1
,InstituteHold,"2,3",Day 0,1,0.85714286,0.66666667,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.945763885974884, 0.28967928886413574, 0.0038112748879939318]",1,5,0,1,PreHold,0.8,0.625,0.666666667,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9945621490478516, 0.9753343462944031, 0.6561232805252075, 0.176459401845932, 0.05849092826247215, 0.04296087846159935, 0.016572140157222748]",3,2,1,2
,InstituteHold,"2,3",Adj Wk 1,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.838437557220459, 0.8233875036239624, 0.009857538156211376]",2,5,0,0,PreHold,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9856809973716736, 0.7661951184272766, 0.005746250972151756]",3,5,0,0
,InstituteHold,"2,3",Overall,0.95833333,0.86363636,0.76923077,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9473342299461365, 0.5700846910476685, 0.3543122708797455, 0.28967928886413574, 0.001156205078586936]",5,14,2,1,PreHold,0.852564103,0.8,0.782608696,"[0.0, 0.0, 0.0, 0.38461538461538464, 0.38461538461538464, 0.6153846153846154, 0.6153846153846154, 0.7692307692307693, 0.7692307692307693, 1.0]","[0.0, 0.08333333333333333, 0.75, 0.75, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9996364116668701, 0.727708637714386, 0.3255165219306946, 0.176459401845932, 0.10919748991727829, 0.09980117529630661, 0.05849092826247215, 0.04296087846159935, 0.005746250972151756]",9,11,2,3
,InstituteHold,"2,4",Screen,0.8125,0.75,0.66666667,"[0.0, 0.0, 0.0, 0.125, 0.125, 0.625, 0.625, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9161407351493835, 0.8997666835784912, 0.8611226677894592, 0.7233176231384277, 0.07056885212659836, 0.020772689953446388, 0.0053576077334582806]",3,6,2,1,PreHold,0.75,0.666666667,0.666666667,"[0.0, 0.0, 0.0, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9987815022468567, 0.9872154593467712, 0.8636686205863953, 0.7564105987548828, 0.29078468680381775, 0.15604200959205627, 0.006173098459839821]",3,3,2,1
,InstituteHold,"2,4",Day 0,0.97142857,0.91666667,0.90909091,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9857788681983948, 0.9160487055778503, 0.8859096765518188, 0.7518362998962402, 0.0009319800301454961]",5,6,1,0,PreHold,0.866666667,0.75,0.75,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9974437952041626, 0.9810769557952881, 0.4987514615058899, 0.09195899218320847, 0.050725676119327545]",3,3,0,2
,InstituteHold,"2,4",Adj Wk 1,1,0.9,0.85714286,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.920943558216095, 0.9023981094360352, 0.09387612342834473]",3,6,1,0,PreHold,1,0.875,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9938598871231079, 0.9556869864463806, 0.01861703209578991]",3,4,1,0
,InstituteHold,"2,4",Overall,0.92045455,0.85294118,0.81481481,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.7727272727272727, 0.7727272727272727, 1.0]","[0.0, 0.08333333333333333, 0.75, 0.75, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9857788681983948, 0.8997666835784912, 0.8611226677894592, 0.7233176231384277, 0.02579311467707157, 0.020772689953446388, 0.0009319800301454961]",11,18,4,1,PreHold,0.846153846,0.76,0.75,"[0.0, 0.0, 0.0, 0.15384615384615385, 0.15384615384615385, 0.5384615384615384, 0.5384615384615384, 0.6153846153846154, 0.6153846153846154, 1.0]","[0.0, 0.08333333333333333, 0.6666666666666666, 0.6666666666666666, 0.75, 0.75, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9987815022468567, 0.9556869864463806, 0.8636686205863953, 0.7564105987548828, 0.29078468680381775, 0.15604200959205627, 0.10201521217823029, 0.09195899218320847, 0.006173098459839821]",9,10,3,3
,InstituteHold,"2,5",Screen,0.93333333,0.81818182,0.83333333,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9820773601531982, 0.8471107482910156, 0.8093404173851013, 0.6224226355552673, 0.0015046512708067894]",5,4,2,0,PreHold,0.8,0.888888889,0.857142857,"[0.0, 0.0, 0.0, 0.8, 0.8, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9996312260627747, 0.7655016779899597, 0.25128594040870667, 0.19287514686584473, 0.0041833482682704926]",3,5,0,1
,InstituteHold,"2,5",Day 0,0.95833333,0.8,0.8,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9658384323120117, 0.9283921122550964, 0.8606348037719727, 0.718441903591156, 0.006482027471065521]",4,4,2,0,PreHold,0.8,0.625,0.666666667,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9928256869316101, 0.9736185073852539, 0.9387414455413818, 0.43265169858932495, 0.1084059476852417, 0.09042638540267944, 0.035187844187021255]",3,2,1,2
,InstituteHold,"2,5",Adj Wk 1,0.95,0.88888889,0.88888889,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9992700219154358, 0.9197101593017578, 0.6603457927703857, 0.6145707964897156, 0.03808603063225746]",4,4,1,0,PreHold,1,0.875,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9873692989349365, 0.8854801654815674, 0.006226044148206711]",3,4,1,0
,InstituteHold,"2,5",Overall,0.9321267,0.83333333,0.83870968,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.29411764705882354, 1.0]","[0.0, 0.07692307692307693, 0.6153846153846154, 0.6153846153846154, 0.7692307692307693, 0.7692307692307693, 0.8461538461538461, 0.8461538461538461, 1.0, 1.0]","[inf, 0.9992700219154358, 0.9197101593017578, 0.8606348037719727, 0.8471107482910156, 0.8093404173851013, 0.718441903591156, 0.6603457927703857, 0.6145707964897156, 0.0015046512708067894]",13,12,5,0,PreHold,0.852564103,0.8,0.782608696,"[0.0, 0.0, 0.0, 0.07692307692307693, 0.07692307692307693, 0.3076923076923077, 0.3076923076923077, 0.5384615384615384, 0.5384615384615384, 0.7692307692307693, 0.7692307692307693, 1.0]","[0.0, 0.08333333333333333, 0.5833333333333334, 0.5833333333333334, 0.75, 0.75, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9996312260627747, 0.9736185073852539, 0.9387414455413818, 0.7655016779899597, 0.4735592007637024, 0.43265169858932495, 0.25128594040870667, 0.19287514686584473, 0.1084059476852417, 0.09042638540267944, 0.0041833482682704926]",9,11,2,3
,InstituteHold,"2,6",Screen,1,0.85714286,0.83333333,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.9971212148666382, 0.9084265232086182, 0.0004821131005883217]",5,7,2,0,PreHold,0.8,0.666666667,0.666666667,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9998165369033813, 0.999180257320404, 0.7434577941894531, 0.6616088151931763, 0.15645545721054077, 0.13485196232795715, 0.0023214598186314106]",3,3,2,1
,InstituteHold,"2,6",Day 0,0.9375,0.85714286,0.83333333,"[0.0, 0.0, 0.0, 0.125, 0.125, 0.25, 0.25, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.999057948589325, 0.974675714969635, 0.9614720344543457, 0.9498202204704285, 0.40449145436286926, 0.33481311798095703, 0.0007458863547071815]",5,7,1,1,PreHold,0.8,0.75,0.8,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9988216161727905, 0.9851335287094116, 0.9496038556098938, 0.6238999366760254, 0.1364438384771347, 0.04616421461105347, 0.020076358690857887]",4,2,1,1
,InstituteHold,"2,6",Adj Wk 1,0.93333333,0.75,0.5,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9847412705421448, 0.3599889874458313, 0.17848215997219086, 0.15838003158569336, 0.005763197783380747]",1,5,0,2,PreHold,1,0.875,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9996451139450073, 0.9630988836288452, 0.007527225650846958]",3,4,1,0
,InstituteHold,"2,6",Overall,0.94805195,0.83333333,0.78571429,"[0.0, 0.0, 0.0, 0.045454545454545456, 0.045454545454545456, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 1.0]","[0.0, 0.07142857142857142, 0.6428571428571429, 0.6428571428571429, 0.7857142857142857, 0.7857142857142857, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.999057948589325, 0.9732219576835632, 0.9614720344543457, 0.9084265232086182, 0.40449145436286926, 0.33481311798095703, 0.17848215997219086, 0.15838003158569336, 0.0004821131005883217]",11,19,3,3,PreHold,0.878205128,0.76,0.769230769,"[0.0, 0.0, 0.0, 0.15384615384615385, 0.15384615384615385, 0.5384615384615384, 0.5384615384615384, 0.6153846153846154, 0.6153846153846154, 1.0]","[0.0, 0.08333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9998165369033813, 0.9630988836288452, 0.7434577941894531, 0.6238999366760254, 0.1364438384771347, 0.13485196232795715, 0.12766268849372864, 0.04616421461105347, 0.0023214598186314106]",10,9,4,2
,InstituteHold,"3,4",Screen,0.70833333,0.7,0.66666667,"[0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.0, 0.25, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9835359454154968, 0.9496286511421204, 0.7853614687919617, 0.03988243266940117, 0.025306064635515213, 0.006945476867258549]",3,4,2,1,PreHold,0.75,0.555555556,0.5,"[0.0, 0.0, 0.0, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9984429478645325, 0.9787825345993042, 0.7759659886360168, 0.43080711364746094, 0.2838941216468811, 0.18145401775836945, 0.01091238483786583]",2,3,2,2
,InstituteHold,"3,4",Day 0,0.9,0.88888889,0.90909091,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9381764531135559, 0.8583266735076904, 0.7773686051368713, 0.5551931262016296, 0.00278177740983665]",5,3,1,0,PreHold,0.733333333,0.75,0.75,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9922576546669006, 0.9602354764938354, 0.1300104260444641, 0.05133524909615517, 0.004981018602848053]",3,3,0,2
,InstituteHold,"3,4",Adj Wk 1,1,0.88888889,0.85714286,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9442501068115234, 0.7287945747375488, 0.009373325854539871]",3,5,1,0,PreHold,0.933333333,0.875,0.857142857,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9576914310455322, 0.9217568039894104, 0.8064216375350952, 0.5472517013549805, 0.013966529630124569]",3,4,1,0
,InstituteHold,"3,4",Overall,0.86458333,0.82142857,0.81481481,"[0.0, 0.0, 0.0625, 0.0625, 0.125, 0.125, 0.25, 0.25, 0.6875, 0.6875, 1.0]","[0.0, 0.08333333333333333, 0.08333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9835359454154968, 0.9496286511421204, 0.7853614687919617, 0.7773686051368713, 0.6694256067276001, 0.6173183917999268, 0.5551931262016296, 0.03988243266940117, 0.025306064635515213, 0.00278177740983665]",11,12,4,1,PreHold,0.794871795,0.72,0.695652174,"[0.0, 0.0, 0.0, 0.07692307692307693, 0.07692307692307693, 0.23076923076923078, 0.23076923076923078, 0.5384615384615384, 0.5384615384615384, 0.6923076923076923, 0.6923076923076923, 1.0]","[0.0, 0.08333333333333333, 0.5, 0.5, 0.5833333333333334, 0.5833333333333334, 0.75, 0.75, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9984429478645325, 0.9576914310455322, 0.9338588714599609, 0.9217568039894104, 0.7759659886360168, 0.43080711364746094, 0.27923205494880676, 0.18145401775836945, 0.12566505372524261, 0.05133524909615517, 0.004981018602848053]",8,10,3,4
,InstituteHold,"3,5",Screen,0.9,0.88888889,0.90909091,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9535931944847107, 0.8005428314208984, 0.7956680059432983, 0.5771340727806091, 0.07225021719932556]",5,3,1,0,PreHold,0.75,0.666666667,0.571428571,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.8, 0.8, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9986951351165771, 0.9731792211532593, 0.7206175327301025, 0.3052450716495514, 0.10512447357177734, 0.08063292503356934, 0.015093762427568436]",2,4,1,2
,InstituteHold,"3,5",Day 0,0.75,0.57142857,0.66666667,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.8559183478355408, 0.8072906732559204, 0.7267839908599854, 0.6112564206123352, 0.583389163017273, 0.4423513114452362, 0.013947950676083565]",3,1,2,1,PreHold,0.8,0.625,0.666666667,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9733781814575195, 0.9180073738098145, 0.7441079616546631, 0.1151961013674736, 0.049829382449388504, 0.024076787754893303, 0.0161741990596056]",3,2,1,2
,InstituteHold,"3,5",Adj Wk 1,1,0.875,0.88888889,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9952706694602966, 0.7606995105743408, 0.012962074019014835]",4,3,1,0,PreHold,0.866666667,0.625,0.571428571,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9088320732116699, 0.8050702810287476, 0.5326341986656189, 0.16730141639709473, 0.020483797416090965]",2,3,2,1
